Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,Carbon Emission (kg/month)
obese,female,vegetarian,twice a day,coal,walk/bicycle,,often,299,very frequently,2,small,5,18,2,5,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",626.9
obese,female,vegan,less frequently,wood,public,,often,245,rarely,687,medium,5,7,46,14,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",440.35
overweight,female,vegan,more frequently,natural gas,walk/bicycle,,sometimes,209,never,92,medium,3,6,10,5,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",279.9
underweight,male,vegan,daily,coal,walk/bicycle,,often,251,rarely,57,medium,7,18,7,24,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",399.6
obese,male,vegetarian,daily,natural gas,private,lpg,often,70,rarely,6019,extra large,3,20,46,21,No,"['Paper', 'Metal']","['Stove', 'Microwave']",1493.65
obese,male,vegan,daily,natural gas,walk/bicycle,,never,202,rarely,65,medium,7,23,25,18,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",435.7
normal,male,vegan,less frequently,coal,walk/bicycle,,often,105,frequently,51,medium,7,19,47,18,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",590
overweight,female,vegetarian,more frequently,wood,walk/bicycle,,never,253,frequently,52,small,1,6,33,4,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",464.3
obese,female,pescatarian,daily,natural gas,private,lpg,never,63,very frequently,6824,extra large,2,4,2,23,Yes,['Metal'],[],1757.58
underweight,male,omnivore,twice a day,wood,private,diesel,never,182,frequently,3293,large,3,11,14,7,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1122.3
normal,female,vegetarian,twice a day,coal,private,hybrid,never,199,very frequently,6211,extra large,5,8,45,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2052.21
overweight,female,omnivore,more frequently,wood,walk/bicycle,,often,83,very frequently,60,small,2,6,42,1,No,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",746.3
obese,female,vegetarian,daily,natural gas,walk/bicycle,,never,132,very frequently,63,extra large,6,17,5,15,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",666.7
overweight,female,vegetarian,twice a day,electricity,private,lpg,often,250,never,9941,extra large,3,0,36,7,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1988.71
normal,female,vegetarian,daily,natural gas,public,,often,190,rarely,557,small,5,20,20,12,Yes,['Paper'],"['Grill', 'Airfryer']",450.35
underweight,male,omnivore,daily,coal,private,lpg,often,64,never,4499,medium,6,24,30,24,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],1290.23
overweight,female,omnivore,twice a day,wood,private,electric,often,246,never,8764,small,6,24,36,7,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",938.8
overweight,male,vegetarian,daily,natural gas,walk/bicycle,,never,133,very frequently,70,small,3,5,11,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",615.8
obese,female,vegetarian,twice a day,coal,private,lpg,sometimes,227,very frequently,8786,extra large,4,20,24,2,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2159.68
underweight,male,vegan,twice a day,coal,public,,often,59,never,1991,small,2,14,0,12,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",361.95
obese,female,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,270,frequently,34,medium,2,24,10,18,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",526
normal,male,pescatarian,more frequently,electricity,public,,never,214,very frequently,227,large,4,3,10,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",595.75
overweight,female,vegetarian,more frequently,natural gas,private,diesel,never,236,rarely,5063,medium,7,15,15,24,Sometimes,['Glass'],"['Stove', 'Oven']",1316.37
normal,female,vegan,more frequently,coal,walk/bicycle,,sometimes,260,very frequently,47,extra large,2,19,31,10,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",676
underweight,female,vegan,more frequently,electricity,public,,never,276,rarely,1087,medium,7,21,13,1,Yes,[],['Oven'],401.45
underweight,male,pescatarian,more frequently,wood,public,,often,245,rarely,748,large,2,8,42,18,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",486.4
underweight,female,vegetarian,daily,electricity,public,,never,281,rarely,1006,extra large,7,22,37,22,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",549.4
overweight,female,vegan,twice a day,wood,walk/bicycle,,never,92,frequently,6,medium,4,18,0,2,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",372.2
normal,female,omnivore,more frequently,electricity,walk/bicycle,,never,113,rarely,65,small,6,23,36,10,Sometimes,['Paper'],"['Stove', 'Microwave']",531.8
obese,female,omnivore,less frequently,natural gas,walk/bicycle,,never,78,rarely,59,small,2,22,49,17,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",602.3
obese,female,pescatarian,more frequently,natural gas,private,diesel,often,276,very frequently,3959,extra large,5,8,43,7,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1441.09
obese,male,vegetarian,daily,natural gas,public,,often,225,frequently,317,small,2,13,15,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",491.85
obese,female,vegetarian,twice a day,natural gas,public,,never,181,very frequently,547,extra large,7,15,39,9,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",777.45
obese,female,omnivore,less frequently,coal,walk/bicycle,,often,135,rarely,7,extra large,2,20,9,12,Sometimes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",518.5
obese,female,vegetarian,daily,natural gas,walk/bicycle,,often,172,rarely,12,small,4,12,48,11,Sometimes,"['Plastic', 'Glass', 'Metal']",['Microwave'],462.7
normal,male,vegetarian,daily,coal,walk/bicycle,,often,73,very frequently,13,large,1,14,29,24,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave'],673.8
normal,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,195,rarely,70,small,2,16,16,19,Sometimes,"['Plastic', 'Metal']",['Oven'],406
obese,female,omnivore,daily,coal,walk/bicycle,,sometimes,85,very frequently,34,medium,2,9,8,11,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",734
normal,female,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,198,never,96,extra large,1,10,41,15,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",360.3
obese,female,vegan,less frequently,electricity,private,hybrid,never,124,never,6730,extra large,4,3,28,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1707.2
normal,female,omnivore,less frequently,coal,public,,never,144,never,248,extra large,7,2,29,7,No,[],"['Stove', 'Microwave']",548.8
overweight,male,vegan,more frequently,wood,public,,often,103,rarely,912,medium,5,16,47,13,No,"['Paper', 'Glass']","['Stove', 'Oven']",455.9
normal,female,vegetarian,more frequently,wood,walk/bicycle,,sometimes,251,never,25,small,6,2,14,4,No,"['Paper', 'Glass']","['Oven', 'Microwave']",281.1
overweight,female,pescatarian,more frequently,coal,public,,sometimes,199,frequently,328,extra large,4,0,21,5,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",549.8
obese,female,vegetarian,less frequently,electricity,public,,sometimes,93,never,1406,extra large,4,17,18,5,Yes,['Metal'],['Stove'],384.6
normal,female,vegetarian,daily,wood,private,electric,often,163,rarely,3022,large,4,23,29,8,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",552.9
normal,male,vegetarian,twice a day,coal,public,,sometimes,215,rarely,1793,medium,2,12,34,16,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",540.65
underweight,male,pescatarian,less frequently,coal,private,electric,never,238,frequently,4674,small,4,13,25,1,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",764
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,,often,147,never,95,large,6,8,0,12,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",298.2
underweight,female,omnivore,more frequently,coal,private,petrol,never,172,never,5356,large,6,4,39,2,Sometimes,['Paper'],['Oven'],1561.05
normal,male,vegan,less frequently,electricity,public,,sometimes,292,frequently,1819,large,2,16,46,14,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",605.65
obese,male,vegetarian,more frequently,natural gas,private,diesel,often,85,frequently,5474,medium,3,10,44,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1482.55
normal,male,vegan,less frequently,coal,public,,sometimes,256,frequently,1460,large,6,4,35,16,No,[],['Stove'],629.1
normal,female,vegan,daily,natural gas,walk/bicycle,,often,249,never,70,small,4,5,5,17,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",293.9
obese,male,vegetarian,more frequently,wood,private,hybrid,often,136,never,2859,extra large,1,16,27,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",925.49
overweight,male,pescatarian,less frequently,wood,public,,sometimes,294,very frequently,904,extra large,1,8,45,14,Yes,[],"['Grill', 'Airfryer']",745.6
obese,female,vegan,daily,electricity,public,,often,157,frequently,722,small,3,18,26,3,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",458.3
underweight,female,omnivore,daily,electricity,public,,often,258,rarely,1672,small,1,10,6,2,No,['Paper'],['Microwave'],501.4
obese,male,pescatarian,more frequently,coal,public,,often,267,very frequently,661,medium,6,8,35,9,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",773.25
normal,female,omnivore,daily,wood,public,,sometimes,281,never,379,large,6,19,8,0,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",449.05
normal,male,pescatarian,twice a day,natural gas,private,lpg,often,263,frequently,1202,small,7,22,13,11,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",741.33
normal,male,vegetarian,more frequently,wood,public,,often,263,frequently,1747,medium,2,3,42,11,Yes,"['Paper', 'Plastic']",['Stove'],584.65
obese,male,vegetarian,more frequently,coal,public,,never,157,very frequently,1880,medium,4,16,49,13,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",842.2
obese,male,omnivore,daily,wood,walk/bicycle,,never,280,rarely,51,extra large,5,22,47,2,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",592
obese,female,vegan,more frequently,wood,walk/bicycle,,sometimes,95,never,92,extra large,2,8,0,3,Yes,['Metal'],"['Stove', 'Oven']",209
normal,female,omnivore,twice a day,coal,walk/bicycle,,never,280,never,81,medium,1,19,18,17,Yes,['Metal'],"['Stove', 'Oven']",497
underweight,female,vegan,twice a day,wood,public,,sometimes,59,very frequently,1886,medium,6,0,3,5,Yes,['Glass'],['Oven'],613.2
obese,female,vegetarian,twice a day,electricity,private,electric,never,109,rarely,9489,medium,5,23,18,6,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",836.85
obese,male,vegetarian,daily,natural gas,public,,often,288,never,69,medium,1,2,6,9,No,"['Glass', 'Metal']","['Grill', 'Airfryer']",303.25
normal,female,pescatarian,less frequently,wood,walk/bicycle,,often,284,rarely,9,medium,5,2,5,21,No,[],"['Grill', 'Airfryer']",370.9
normal,female,vegan,less frequently,natural gas,walk/bicycle,,often,97,rarely,25,small,1,15,34,21,No,"['Paper', 'Plastic']","['Stove', 'Oven']",403.7
normal,female,vegan,twice a day,wood,walk/bicycle,,often,262,frequently,61,medium,7,11,13,22,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",454.7
normal,male,omnivore,twice a day,natural gas,private,hybrid,often,110,rarely,5508,extra large,2,11,34,15,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],1706.68
obese,male,omnivore,twice a day,electricity,private,lpg,sometimes,180,very frequently,5986,large,2,16,16,22,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1726.68
underweight,male,vegetarian,twice a day,electricity,private,electric,sometimes,177,rarely,8613,medium,2,21,36,14,Yes,"['Plastic', 'Glass']",[],832.85
underweight,female,vegan,more frequently,natural gas,public,,often,192,very frequently,397,small,4,18,37,13,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",695.05
normal,male,omnivore,less frequently,wood,public,,never,154,never,1492,extra large,7,19,14,23,Yes,['Glass'],['Oven'],570
normal,female,vegetarian,daily,wood,private,lpg,often,280,rarely,4508,small,4,20,11,2,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1087.33
normal,male,vegan,more frequently,wood,walk/bicycle,,often,271,frequently,19,extra large,4,21,2,23,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",447.1
normal,female,vegan,less frequently,electricity,private,electric,never,73,frequently,7552,large,3,12,45,7,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",862.4
normal,female,pescatarian,daily,natural gas,private,lpg,often,252,frequently,2499,small,1,18,36,5,Sometimes,['Plastic'],"['Oven', 'Microwave']",973.53
obese,male,omnivore,less frequently,coal,walk/bicycle,,never,232,rarely,38,extra large,5,16,47,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",656.7
obese,female,omnivore,less frequently,coal,public,,never,85,frequently,1046,medium,3,17,32,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",719.3
overweight,male,pescatarian,less frequently,coal,walk/bicycle,,sometimes,189,never,94,extra large,2,15,4,23,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",356.9
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,,never,111,very frequently,87,large,6,15,22,8,Yes,"['Paper', 'Plastic']",['Stove'],696.6
obese,male,pescatarian,more frequently,coal,public,,often,264,frequently,1887,extra large,4,16,39,17,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",717.25
overweight,female,omnivore,twice a day,coal,public,,never,118,frequently,1945,medium,6,23,26,24,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",785.55
overweight,female,pescatarian,twice a day,electricity,private,hybrid,sometimes,223,never,2888,large,2,23,28,7,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",959.28
underweight,male,pescatarian,daily,coal,private,petrol,often,246,very frequently,544,small,6,12,50,1,Sometimes,['Glass'],[],857.55
normal,male,vegan,twice a day,wood,walk/bicycle,,sometimes,61,never,54,medium,1,8,35,8,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],275.6
obese,female,pescatarian,daily,electricity,private,hybrid,often,60,never,6920,small,1,1,40,19,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1795.7
overweight,female,vegetarian,less frequently,wood,walk/bicycle,,often,123,very frequently,4,extra large,3,22,11,2,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",588.3
obese,male,pescatarian,twice a day,natural gas,public,,never,76,never,266,extra large,7,24,2,20,Yes,[],"['Oven', 'Microwave']",422.9
underweight,female,vegetarian,twice a day,wood,private,lpg,never,233,very frequently,5505,medium,3,24,39,5,Sometimes,"['Plastic', 'Metal']",['Microwave'],1579.13
obese,female,vegan,daily,wood,public,,often,94,frequently,826,medium,6,11,43,2,Sometimes,['Glass'],"['Stove', 'Microwave']",525.7
obese,male,vegetarian,twice a day,wood,walk/bicycle,,often,129,very frequently,99,extra large,1,18,24,3,Yes,['Paper'],['Stove'],603.4
overweight,male,vegan,less frequently,natural gas,public,,sometimes,186,never,1277,large,4,22,21,21,Sometimes,['Metal'],['Microwave'],435.45
normal,female,pescatarian,twice a day,electricity,private,lpg,never,105,rarely,8771,extra large,3,8,7,7,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1788.49
normal,male,vegan,more frequently,electricity,public,,sometimes,138,never,46,large,3,2,34,18,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",310.6
obese,female,omnivore,twice a day,natural gas,public,,sometimes,112,never,1401,small,7,6,44,17,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",619.25
overweight,male,pescatarian,daily,coal,public,,often,109,frequently,561,small,6,0,2,11,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",489.45
underweight,female,pescatarian,twice a day,coal,public,,never,261,very frequently,1604,extra large,3,19,45,0,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",833.8
underweight,female,pescatarian,twice a day,natural gas,private,diesel,never,249,frequently,4265,small,1,19,29,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1273.72
normal,female,pescatarian,less frequently,electricity,walk/bicycle,,sometimes,217,rarely,77,large,4,19,44,18,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",480.7
overweight,female,pescatarian,more frequently,coal,walk/bicycle,,never,244,very frequently,28,large,1,18,36,21,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",742.9
normal,male,omnivore,daily,electricity,public,,never,79,frequently,519,extra large,3,12,42,23,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",675.35
normal,female,vegetarian,twice a day,coal,walk/bicycle,,often,248,rarely,50,extra large,1,3,15,4,Yes,['Plastic'],['Oven'],372.8
underweight,male,vegetarian,less frequently,natural gas,walk/bicycle,,often,108,frequently,60,small,2,24,0,2,No,['Glass'],"['Oven', 'Microwave']",445.8
obese,female,vegan,twice a day,coal,public,,often,180,very frequently,898,extra large,1,8,37,10,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",701.9
underweight,male,vegetarian,daily,natural gas,private,hybrid,never,123,frequently,7425,medium,2,4,6,5,No,[],['Oven'],2002.05
obese,female,omnivore,daily,wood,public,,often,140,rarely,15,extra large,7,4,36,12,Sometimes,['Plastic'],['Microwave'],555.75
normal,female,vegan,daily,natural gas,private,electric,often,87,frequently,2571,extra large,7,7,39,2,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",673.75
overweight,male,vegetarian,twice a day,electricity,private,diesel,often,198,rarely,9885,medium,4,10,4,16,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",2018.13
underweight,male,vegan,less frequently,electricity,walk/bicycle,,never,228,very frequently,48,large,3,7,33,4,No,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",605.3
overweight,male,omnivore,less frequently,wood,walk/bicycle,,often,216,frequently,69,small,6,21,44,5,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],646.6
normal,female,omnivore,more frequently,coal,walk/bicycle,,sometimes,195,very frequently,13,small,2,15,17,6,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",760
